Category,Message,tokenize,proc_message
spam,ur cashbalance is currently 500 pounds  to maximize ur cashin now send go to 86688 only 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl,"['ur', 'cashbal', 'current', '500', 'pound', 'maxim', 'ur', 'cashin', 'send', 'go', '86688', '150pmsg', 'cc', '08718720201', 'hgsuite3422land', 'roww1j6hl']",ur cashbal current 500 pound maxim ur cashin send go 86688 150pmsg cc 08718720201 hgsuite3422land roww1j6hl
spam,sms auction  a brand new nokia 7250 is up 4 auction today auction is free 2 join  take part txt nokia to 86021 now hgsuite3422lands roww1j6hl,"['sm', 'auction', 'brand', 'new', 'nokia', '7250', '4', 'auction', 'today', 'auction', 'free', '2', 'join', 'take', 'part', 'txt', 'nokia', '86021', 'hgsuite3422land', 'roww1j6hl']",sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hgsuite3422land roww1j6hl
ham,my sis is catching e show in e afternoon so im not watching w her so c u wan 2 watch today or tmr lor,"['si', 'catch', 'e', 'show', 'e', 'afternoon', 'im', 'watch', 'w', 'c', 'u', 'wan', '2', 'watch', 'today', 'tmr', 'lor']",si catch e show e afternoon im watch w c u wan 2 watch today tmr lor
ham,sounds gd haha can wah u yan jiu so fast liao,"['sound', 'gd', 'haha', 'wah', 'u', 'yan', 'jiu', 'fast', 'liao']",sound gd haha wah u yan jiu fast liao
ham,no to be nosy i guess idk am i over reacting if im freaked,"['nosi', 'guess', 'idk', 'react', 'im', 'freak']",nosi guess idk react im freak
ham,remember all those whom i hurt during days of satanic imposter in meneed to pay a priceso be itmay destiny keep me going and as u said pray that i get the mind to get over the same,"['rememb', 'hurt', 'day', 'satan', 'impost', 'mene', 'pay', 'priceso', 'itmay', 'destini', 'keep', 'go', 'u', 'said', 'pray', 'get', 'mind', 'get']",rememb hurt day satan impost mene pay priceso itmay destini keep go u said pray get mind get
ham,how to make a girl happy its not at all difficult to make girls happy u only need to be 1 a friend 2 companion 3 lover 4 chef     ltgt  good listener  ltgt  organizer  ltgt  good boyfriend  ltgt  very clean  ltgt  sympathetic  ltgt  athletic  ltgt  warm     ltgt  courageous  ltgt  determined  ltgt  true  ltgt  dependable  ltgt  intelligent     ltgt  psychologist  ltgt  pest exterminator  ltgt  psychiatrist  ltgt  healer    ltgt  stylist  ltgt  driver   aaniye pudunga venaam,"['make', 'girl', 'happi', 'difficult', 'make', 'girl', 'happi', 'u', 'need', '1', 'friend', '2', 'companion', '3', 'lover', '4', 'chef', 'ltgt', 'good', 'listen', 'ltgt', 'organ', 'ltgt', 'good', 'boyfriend', 'ltgt', 'clean', 'ltgt', 'sympathet', 'ltgt', 'athlet', 'ltgt', 'warm', 'ltgt', 'courag', 'ltgt', 'determin', 'ltgt', 'true', 'ltgt', 'depend', 'ltgt', 'intellig', 'ltgt', 'psychologist', 'ltgt', 'pest', 'extermin', 'ltgt', 'psychiatrist', 'ltgt', 'healer', 'ltgt', 'stylist', 'ltgt', 'driver', 'aaniy', 'pudunga', 'venaam']",make girl happi difficult make girl happi u need 1 friend 2 companion 3 lover 4 chef ltgt good listen ltgt organ ltgt good boyfriend ltgt clean ltgt sympathet ltgt athlet ltgt warm ltgt courag ltgt determin ltgt true ltgt depend ltgt intellig ltgt psychologist ltgt pest extermin ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniy pudunga venaam
ham,why is that princess i bet the brothas are all chasing you,"['princess', 'bet', 'brotha', 'chase']",princess bet brotha chase
ham,i shall book chez jules for half eight if thats ok with you,"['shall', 'book', 'chez', 'jule', 'half', 'eight', 'that', 'ok']",shall book chez jule half eight that ok
ham,hhahhaahahah rofl wtf nig was leonardo in your room or something,"['hhahhaahahah', 'rofl', 'wtf', 'nig', 'leonardo', 'room', 'someth']",hhahhaahahah rofl wtf nig leonardo room someth
ham,yep at dereks house now see you sunday lt3,"['yep', 'derek', 'hous', 'see', 'sunday', 'lt3']",yep derek hous see sunday lt3
ham,its cool let me know before it kicks off around  ltgt  ill be out and about all day,"['cool', 'let', 'know', 'kick', 'around', 'ltgt', 'ill', 'day']",cool let know kick around ltgt ill day
ham,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here that  ltgt  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that,"['wonder', 'would', 'okay', 'call', 'uncl', 'john', 'let', 'know', 'thing', 'nigeria', 'r', 'ltgt', 'dollar', '2year', 'sent', 'know', 'strain', 'plan', 'pay', 'back', 'everi', 'dime', 'give', 'everi', 'dime', 'expect', 'anyth', 'practic', 'someth', 'like']",wonder would okay call uncl john let know thing nigeria r ltgt dollar 2year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like
ham,there are no other charges after transfer charges and you can withdraw anyhow you like,"['charg', 'transfer', 'charg', 'withdraw', 'anyhow', 'like']",charg transfer charg withdraw anyhow like
ham,dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl,"['dont', 'search', 'love', 'let', 'love', 'find', 'u', 'that', 'call', 'fall', 'love', 'bcoz', 'u', 'dont', 'forc', 'u', 'fall', 'u', 'know', 'smeon', 'hold', 'u', 'bslvyl']",dont search love let love find u that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl
ham,at 4 lets go to bill millers,"['4', 'let', 'go', 'bill', 'miller']",4 let go bill miller
ham,i love you you set my soul on fire it is not just a spark but it is a flame a big rawring flame xoxo,"['love', 'set', 'soul', 'fire', 'spark', 'flame', 'big', 'rawr', 'flame', 'xoxo']",love set soul fire spark flame big rawr flame xoxo
ham,somewhr someone is surely made 4 u and god has decided a perfect time to make u meet dat person    till den      enjoy ur crushes,"['somewhr', 'someon', 'sure', 'made', '4', 'u', 'god', 'decid', 'perfect', 'time', 'make', 'u', 'meet', 'dat', 'person', 'till', 'den', 'enjoy', 'ur', 'crush']",somewhr someon sure made 4 u god decid perfect time make u meet dat person till den enjoy ur crush
ham,thats my honeymoon outfit ,"['that', 'honeymoon', 'outfit']",that honeymoon outfit
ham,will it help if we propose going back again tomorrow,"['help', 'propos', 'go', 'back', 'tomorrow']",help propos go back tomorrow
spam,private your 2003 account statement for shows 800 unredeemed s i m points call 08719899230 identifier code 41685 expires 071104,"['privat', '2003', 'account', 'statement', 'show', '800', 'unredeem', 'point', 'call', '08719899230', 'identifi', 'code', '41685', 'expir', '071104']",privat 2003 account statement show 800 unredeem point call 08719899230 identifi code 41685 expir 071104
ham,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning,"['never', 'blame', 'day', 'ur', 'life', 'good', 'day', 'give', 'u', 'happi', 'bad', 'day', 'give', 'u', 'experi', 'essenti', 'life', 'god', 'bless', 'good', 'morn']",never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn
ham,pls confirm the time to collect the cheque,"['pl', 'confirm', 'time', 'collect', 'chequ']",pl confirm time collect chequ
spam,as a registered subscriber yr draw 4 a 100 gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to 80062,"['regist', 'subscrib', 'yr', 'draw', '4', '100', 'gift', 'voucher', 'b', 'enter', 'receipt', 'correct', 'an', 'next', 'olymp', 'txt', 'an', '80062']",regist subscrib yr draw 4 100 gift voucher b enter receipt correct an next olymp txt an 80062
spam,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm,"['urgent', 'mobil', 'number', 'award', '2000', 'prize', 'guarante', 'call', '09061790121', 'land', 'line', 'claim', '3030', 'valid', '12hr', '150ppm']",urgent mobil number award 2000 prize guarante call 09061790121 land line claim 3030 valid 12hr 150ppm
ham,daddy will take good care of you ,"['daddi', 'take', 'good', 'care']",daddi take good care
ham,yeah probably i still gotta check out with leo,"['yeah', 'probabl', 'still', 'got', 'ta', 'check', 'leo']",yeah probabl still got ta check leo
ham,kthen any other special,"['kthen', 'special']",kthen special
ham,carlos is taking his sweet time as usual so let me know when you and patty are donewant to smoke and ill tell him to haul ass,"['carlo', 'take', 'sweet', 'time', 'usual', 'let', 'know', 'patti', 'donew', 'smoke', 'ill', 'tell', 'haul', 'ass']",carlo take sweet time usual let know patti donew smoke ill tell haul ass
ham,ok pa nothing problem,"['ok', 'pa', 'noth', 'problem']",ok pa noth problem
ham,have you heard about that job im going to that wildlife talk again tonight if u want2come its that2worzels and a wizzle or whatever it is,"['heard', 'job', 'im', 'go', 'wildlif', 'talk', 'tonight', 'u', 'want2com', 'that2worzel', 'wizzl', 'whatev']",heard job im go wildlif talk tonight u want2com that2worzel wizzl whatev
ham,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaidthis friend is 4u,"['god', 'pick', 'flower', 'dippeditinadew', 'lovingli', 'touch', 'itwhichturnedinto', 'u', 'gift', 'tomeandsaidthi', 'friend', '4u']",god pick flower dippeditinadew lovingli touch itwhichturnedinto u gift tomeandsaidthi friend 4u
ham,when you came to hostel,"['came', 'hostel']",came hostel
ham,ok no prob ill come after lunch then,"['ok', 'prob', 'ill', 'come', 'lunch']",ok prob ill come lunch
ham,jus telling u dat ill b leaving 4 shanghai on 21st instead so well haf more time 2 meet up cya,"['ju', 'tell', 'u', 'dat', 'ill', 'b', 'leav', '4', 'shanghai', '21st', 'instead', 'well', 'haf', 'time', '2', 'meet', 'cya']",ju tell u dat ill b leav 4 shanghai 21st instead well haf time 2 meet cya
ham,are your freezing  are you home yet  will you remember to kiss your mom in the morning do you love me  do you think of me  are you missing me yet ,"['freez', 'home', 'yet', 'rememb', 'kiss', 'mom', 'morn', 'love', 'think', 'miss', 'yet']",freez home yet rememb kiss mom morn love think miss yet
ham,you all ready for  big day tomorrow,"['readi', 'big', 'day', 'tomorrow']",readi big day tomorrow
ham,ill probably be around mu a lot,"['ill', 'probabl', 'around', 'mu', 'lot']",ill probabl around mu lot
ham,645,['645'],645
spam,rtking pro video club need help inforingtonekingcouk or call 08701237397 you must be 16 club credits redeemable at wwwringtonekingcouk enjoy,"['rtking', 'pro', 'video', 'club', 'need', 'help', 'inforingtonekingcouk', 'call', '08701237397', 'must', '16', 'club', 'credit', 'redeem', 'wwwringtonekingcouk', 'enjoy']",rtking pro video club need help inforingtonekingcouk call 08701237397 must 16 club credit redeem wwwringtonekingcouk enjoy
ham,thnx dude u guys out 2nite,"['thnx', 'dude', 'u', 'guy', '2nite']",thnx dude u guy 2nite
ham,me sef dey laugh you meanwhile hows my darling anjie,"['sef', 'dey', 'laugh', 'meanwhil', 'how', 'darl', 'anji']",sef dey laugh meanwhil how darl anji
ham,mm i had my food da from out,"['mm', 'food', 'da']",mm food da
ham,k makes sense btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas,"['k', 'make', 'sens', 'btw', 'carlo', 'difficult', 'guy', 'gon', 'na', 'smoke', 'go', 'pick', 'second', 'batch', 'get', 'ga']",k make sens btw carlo difficult guy gon na smoke go pick second batch get ga
ham,did u download the fring app,"['u', 'download', 'fring', 'app']",u download fring app
ham,the 2 oz guy is being kinda flaky but one friend is interested in picking up  ltgt  worth tonight if possible,"['2', 'oz', 'guy', 'kinda', 'flaki', 'one', 'friend', 'interest', 'pick', 'ltgt', 'worth', 'tonight', 'possibl']",2 oz guy kinda flaki one friend interest pick ltgt worth tonight possibl
ham,friends that u can stay on fb chat with,"['friend', 'u', 'stay', 'fb', 'chat']",friend u stay fb chat
ham,fuck babe i miss you sooooo much  i wish you were here to sleep with me  my bed is so lonely  i go now to sleep  to dream of you my love ,"['fuck', 'babe', 'miss', 'sooooo', 'much', 'wish', 'sleep', 'bed', 'lone', 'go', 'sleep', 'dream', 'love']",fuck babe miss sooooo much wish sleep bed lone go sleep dream love
ham,living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult gud nte,"['live', 'simpl', 'love', 'also', 'simpl', 'laugh', 'simpl', 'win', 'tooo', 'simpl', 'simpl', 'difficult', 'gud', 'nte']",live simpl love also simpl laugh simpl win tooo simpl simpl difficult gud nte
spam,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094599,"['u', 'secret', 'admir', 'look', '2', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcal', '09058094599']",u secret admir look 2 make contact ufind rreveal think ur specialcal 09058094599
ham,ah well that confuses things doesnt it,"['ah', 'well', 'confus', 'thing', 'doesnt']",ah well confus thing doesnt
spam,500 free text msgs just text ok to 80488 and well credit your account,"['500', 'free', 'text', 'msg', 'text', 'ok', '80488', 'well', 'credit', 'account']",500 free text msg text ok 80488 well credit account
ham,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply,"['hi', 'dear', 'call', 'urgnt', 'dont', 'know', 'what', 'problem', 'dont', 'want', 'work', 'problem', 'least', 'tell', 'wate', 'repli']",hi dear call urgnt dont know what problem dont want work problem least tell wate repli
ham,dear how you are you ok,"['dear', 'ok']",dear ok
spam,you have been selected to stay in 1 of 250 top british hotels  for nothing holiday worth 350 to claim call london 02072069400 bx 526 sw73ss,"['select', 'stay', '1', '250', 'top', 'british', 'hotel', 'noth', 'holiday', 'worth', '350', 'claim', 'call', 'london', '02072069400', 'bx', '526', 'sw73ss']",select stay 1 250 top british hotel noth holiday worth 350 claim call london 02072069400 bx 526 sw73ss
ham,yes princess i want to make you happy,"['ye', 'princess', 'want', 'make', 'happi']",ye princess want make happi
ham,sounds like you have many talents would you like to go on a dinner date next week,"['sound', 'like', 'mani', 'talent', 'would', 'like', 'go', 'dinner', 'date', 'next', 'week']",sound like mani talent would like go dinner date next week
